22612|1|System_Snapshot_Dummy|
22612|5|BeaconRally|
22612|6|BeaconAttack|
22612|7|BeaconDefend|
22612|8|BeaconDetect|
22612|9|BeaconExpand|
22612|10|BeaconHarass|
22612|11|BeaconScout|
22612|13||
22612|14|DESTRUCTIBLE|
22612|15|ITEM|
22612|16|POWERUP|
22612|17|SMCAMERA|
22612|18|SMCHARACTER|
22612|19|STARMAP|
22612|20|SMSET|
22612|21|MISSILE|
22612|22|MISSILE_INVULNERABLE|
22612|23|MISSILE_HALFLIFE|
22612|24|PLACEHOLDER|
22612|25|PLACEHOLDER_AIR|
22612|26|PATHINGBLOCKER|
22612|27|BEACON|
22612|28|Ball|
22612|29|StereoscopicOptionsUnit|
22612|30|Colossus|Colossus
22612|33|TechLab|TechLab
22612|34|Reactor|Reactor
22612|36|InfestorTerran|InfestorTerran
22612|37|BanelingCocoon|BanelingCocoon
22612|38|Baneling|Baneling
22612|39|Mothership|Mothership
22612|40|PointDefenseDrone|PointDefenseDrone
22612|41|Changeling|Changeling
22612|42|ChangelingZealot|ChangelingZealot
22612|43|ChangelingMarineShield|ChangelingMarine
22612|44|ChangelingMarine|ChangelingMarine
22612|45|ChangelingZerglingWings|ChangelingZergling
22612|46|ChangelingZergling|ChangelingZergling
22612|48|CommandCenter|CommandCenter
22612|49|SupplyDepot|SupplyDepot
22612|50|Refinery|Refinery
22612|51|Barracks|Barracks
22612|52|EngineeringBay|EngineeringBay
22612|53|MissileTurret|MissileTurret
22612|54|Bunker|Bunker
22612|55|SensorTower|SensorTower
22612|56|GhostAcademy|GhostAcademy
22612|57|Factory|Factory
22612|58|Starport|Starport
22612|60|Armory|Armory
22612|61|FusionCore|FusionCore
22612|62|AutoTurret|AutoTurret
22612|63|SiegeTankSieged|SiegeTankSieged
22612|64|SiegeTank|SiegeTank
22612|65|Viking|Viking
22612|66|VikingAssault|VikingAssault
22612|67|CommandCenterFlying|CommandCenterFlying
22612|68|BarracksTechLab|BarracksTechLab
22612|69|BarracksReactor|BarracksReactor
22612|70|FactoryTechLab|FactoryTechLab
22612|71|FactoryReactor|FactoryReactor
