17811,35,Taunt,Taunt,Cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,36,stop,Stop,HoldFire,Taunt,Taunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,37,HoldFire,Stop,HoldFire,Taunt,Taunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,38,move,Move,Patrol,HoldPosition,Move,Move,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,42,attack,Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,43,TerranAddOns,BuildTechLab,BuildReactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CancelBuilding,
17811,49,Corruption,CorruptorCorruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,50,GhostHoldFire,GhostHoldFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,51,GhostWeaponsFree,GhostWeaponsFree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,53,Explode,BanelingExplode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,54,FleetBeaconResearch,ResearchFluxVanes,ResearchCarrierWeaponSpeed,ResearchPhoenixRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,CancelResearch,
17811,55,FungalGrowth,InfestorFungalGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,56,GuardianShield,SentryGuardianShield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,57,MULERepair,MULERepair,CancelChannel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,58,MorphZerglingToBaneling,MorphToBaneling,CancelMorph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,59,NexusTrainMothership,TrainMothership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CancelTrain,
17811,60,Feedback,HighTemplarFeedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,61,MassRecall,MothershipMassRecall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,62,PlacePointDefenseDrone,RavenBuildPointDefenseDrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,63,HallucinationArchon,SentryHallucinationArchon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,64,HallucinationColossus,SentryHallucinationColossus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,65,HallucinationHighTemplar,SentryHallucinationHighTemplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,66,HallucinationImmortal,SentryHallucinationImmortal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,67,HallucinationPhoenix,SentryHallucinationPhoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,68,HallucinationProbe,SentryHallucinationProbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,69,HallucinationStalker,SentryHallucinationStalker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,70,HallucinationVoidRay,SentryHallucinationVoidRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,71,HallucinationWarpPrism,SentryHallucinationWarpPrism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,72,HallucinationZealot,SentryHallucinationZealot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,73,MULEGather,Gather,ReturnCargo,Cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,74,SeekerMissile,RavenSeekerMissile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,75,CalldownMULE,CalldownMULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,76,GravitonBeam,PhoenixGravitonBeam,CancelChannel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,77,BuildinProgressNydusCanal,CancelBuilding,CancelBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,80,SpawnChangeling,OverseerSpawnChangeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,87,Rally,SetUnitRally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,88,ProgressRally,SetUnitRally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,89,RallyCommand,SetWorkerRally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,90,RallyNexus,SetUnitRally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
