17811|4|BeaconRally|
17811|5|BeaconAttack|
17811|6|BeaconDefend|
17811|7|BeaconDetect|
17811|8|BeaconExpand|
17811|9|BeaconHarass|
17811|10|BeaconScout|
17811|12||
17811|13|DESTRUCTIBLE|
17811|14|ITEM|
17811|15|POWERUP|
17811|16|SMCAMERA|
17811|17|SMCHARACTER|
17811|18|STARMAP|
17811|19|SMSET|
17811|20|MISSILE|
17811|21|MISSILE_INVULNERABLE|
17811|22|MISSILE_HALFLIFE|
17811|23|PLACEHOLDER|
17811|24|PLACEHOLDER_AIR|
17811|25|PATHINGBLOCKER|
17811|26|BEACON|
17811|27|Ball|
17811|28|StereoscopicOptionsUnit|
17811|29|Colossus|Colossus
17811|30|TechLab|TechLab
17811|31|Reactor|Reactor
17811|33|InfestorTerran|InfestorTerran
17811|34|BanelingCocoon|BanelingCocoon
17811|35|Baneling|Baneling
17811|36|Mothership|Mothership
17811|37|PointDefenseDrone|PointDefenseDrone
17811|38|Changeling|Changeling
17811|39|ChangelingZealot|ChangelingZealot
17811|40|ChangelingMarineShield|ChangelingMarine
17811|41|ChangelingMarine|ChangelingMarine
17811|42|ChangelingZerglingWings|ChangelingZergling
17811|43|ChangelingZergling|ChangelingZergling
17811|45|CommandCenter|CommandCenter
17811|46|SupplyDepot|SupplyDepot
17811|47|Refinery|Refinery
17811|48|Barracks|Barracks
17811|49|EngineeringBay|EngineeringBay
17811|50|MissileTurret|MissileTurret
17811|51|Bunker|Bunker
17811|52|SensorTower|SensorTower
17811|53|GhostAcademy|GhostAcademy
17811|54|Factory|Factory
17811|55|Starport|Starport
17811|57|Armory|Armory
17811|58|FusionCore|FusionCore
17811|59|AutoTurret|AutoTurret
17811|60|SiegeTankSieged|SiegeTankSieged
17811|61|SiegeTank|SiegeTank
17811|62|Viking|Viking
17811|63|VikingAssault|VikingAssault
17811|64|CommandCenterFlying|CommandCenterFlying
17811|65|BarracksTechLab|BarracksTechLab
17811|66|BarracksReactor|BarracksReactor
17811|67|FactoryTechLab|FactoryTechLab
17811|68|FactoryReactor|FactoryReactor
17811|69|StarportTechLab|StarportTechLab
17811|70|StarportReactor|StarportReactor
17811|71|FactoryFlying|FactoryFlying
17811|72|StarportFlying|StarportFlying
17811|73|SCV|SCV
17811|74|BarracksFlying|BarracksFlying
17811|75|SupplyDepotLowered|SupplyDepotLowered
17811|76|Marine|Marine
17811|77|Reaper|Reaper
17811|78|Ghost|Ghost
17811|79|Marauder|Marauder
17811|80|Thor|Thor
17811|81|Hellion|Hellion
17811|82|Medivac|Medivac
17811|83|Banshee|Banshee
17811|84|Raven|Raven
17811|85|Battlecruiser|Battlecruiser
17811|86|Nuke|
17811|87|Nexus|Nexus
17811|88|Pylon|Pylon
17811|89|Assimilator|Assimilator
17811|90|Gateway|Gateway
17811|91|Forge|Forge
17811|92|FleetBeacon|FleetBeacon
17811|93|TwilightCouncil|TwilightCouncil
17811|94|PhotonCannon|PhotonCannon
17811|95|Stargate|Stargate
17811|96|TemplarArchive|TemplarArchive
17811|97|DarkShrine|DarkShrine
17811|98|RoboticsBay|RoboticsBay
17811|99|RoboticsFacility|RoboticsFacility
17811|100|CyberneticsCore|CyberneticsCore
17811|101|Zealot|Zealot
17811|102|Stalker|Stalker
17811|103|HighTemplar|HighTemplar
17811|104|DarkTemplar|DarkTemplar
17811|105|Sentry|Sentry
17811|106|Phoenix|Phoenix
17811|107|Carrier|Carrier
17811|108|VoidRay|VoidRay
17811|109|WarpPrism|WarpPrism
17811|110|Observer|Observer
17811|111|Immortal|Immortal
17811|112|Probe|Probe
17811|113|Interceptor|Interceptor
17811|114|Hatchery|Hatchery
17811|115|CreepTumor|CreepTumor
17811|116|Extractor|Extractor
17811|117|SpawningPool|SpawningPool
17811|118|EvolutionChamber|EvolutionChamber
17811|119|HydraliskDen|HydraliskDen
17811|120|Spire|Spire
17811|121|UltraliskCavern|UltraliskCavern
17811|122|InfestationPit|InfestationPit
17811|123|NydusNetwork|NydusNetwork
17811|124|BanelingNest|BanelingNest
17811|125|RoachWarren|RoachWarren
17811|126|SpineCrawler|SpineCrawler
17811|127|SporeCrawler|SporeCrawler
17811|128|Lair|Lair
17811|129|Hive|Hive
17811|130|GreaterSpire|GreaterSpire
17811|131|Egg|Egg
17811|132|Drone|Drone
17811|133|Zergling|Zergling
17811|134|Overlord|Overlord
17811|135|Hydralisk|Hydralisk
17811|136|Mutalisk|Mutalisk
17811|137|Ultralisk|Ultralisk
17811|138|Roach|Roach
17811|139|Infestor|Infestor
17811|140|Corruptor|Corruptor
17811|141|BroodLordCocoon|BroodLordCocoon
17811|142|BroodLord|BroodLord
17811|143|BanelingBurrowed|BanelingBurrowed
17811|144|DroneBurrowed|DroneBurrowed
17811|145|HydraliskBurrowed|HydraliskBurrowed
17811|146|RoachBurrowed|RoachBurrowed
17811|147|ZerglingBurrowed|ZerglingBurrowed
17811|148|InfestorTerranBurrowed|InfestorTerranBurrowed
17811|149|RedstoneLavaCritterBurrowed|
17811|150|RedstoneLavaCritterInjuredBurrowed|
17811|151|RedstoneLavaCritter|
17811|152|RedstoneLavaCritterInjured|
17811|153|QueenBurrowed|QueenBurrowed
17811|154|Queen|Queen
17811|155|InfestorBurrowed|InfestorBurrowed
17811|156|OverlordCocoon|OverlordCocoon
17811|157|Overseer|Overseer
17811|158|PlanetaryFortress|PlanetaryFortress
17811|159|UltraliskBurrowed|UltraliskBurrowed
17811|160|OrbitalCommand|OrbitalCommand
17811|161|WarpGate|WarpGate
17811|162|OrbitalCommandFlying|OrbitalCommandFlying
17811|163|ForceField|ForceField
17811|164|WarpPrismPhasing|WarpPrismPhasing
17811|165|CreepTumorBurrowed|CreepTumorBurrowed
17811|166|SpineCrawlerUprooted|SpineCrawlerUprooted
17811|167|SporeCrawlerUprooted|SporeCrawlerUprooted
17811|168|Archon|Archon
17811|169|NydusCanal|NydusCanal
17811|170|BroodlingEscort|
17811|171|RichMineralField|RichMineralField
17811|173|XelNagaTower|XelNagaTower
17811|176|InfestedTerransEgg|InfestedTerransEgg
17811|177|Larva|Larva
17811|178|ReaperPlaceholder|
17811|179|NeedleSpinesWeapon|
17811|180|CorruptionWeapon|
17811|181|InfestedTerransWeapon|
17811|182|NeuralParasiteWeapon|
17811|183|PointDefenseDroneReleaseWeapon|
17811|184|HunterSeekerWeapon|
17811|185|MULE|MULE
17811|187|ThorAAWeapon|
17811|188|PunisherGrenadesLMWeapon|
17811|189|VikingFighterWeapon|
17811|190|ATALaserBatteryLMWeapon|
17811|191|ATSLaserBatteryLMWeapon|
17811|192|LongboltMissileWeapon|
17811|193|D8ChargeWeapon|
17811|194|YamatoWeapon|
17811|195|IonCannonsWeapon|
17811|196|AcidSalivaWeapon|
17811|197|SpineCrawlerWeapon|
17811|198|SporeCrawlerWeapon|
17811|199|GlaiveWurmWeapon|
17811|200|GlaiveWurmM2Weapon|
17811|201|GlaiveWurmM3Weapon|
17811|202|StalkerWeapon|
17811|203|EMP2Weapon|
17811|204|BacklashRocketsLMWeapon|
17811|205|PhotonCannonWeapon|
17811|206|ParasiteSporeWeapon|
17811|207|Broodling|Broodling
17811|210|AutoTurretReleaseWeapon|
17811|211|LarvaReleaseMissile|
17811|212|AcidSpinesWeapon|
17811|213|FrenzyWeapon|
17811|214|ContaminateWeapon|
17811|215|BroodlingDefault|
17811|216|Critter|
17811|217|FungalGrowthMissile|
17811|218|NeuralParasiteTentacleMissile|
17811|219|Beacon_Protoss|
17811|220|Beacon_ProtossSmall|
17811|221|Beacon_Terran|
17811|222|Beacon_TerranSmall|
17811|223|Beacon_Zerg|
17811|224|Beacon_ZergSmall|
17811|225|Lyote|Lyote
17811|226|CarrionBird|CarrionBird
17811|227|KarakMale|Karak
17811|228|KarakFemale|Karak
17811|229|UrsadakMale|Ursadak
17811|230|UrsadakFemale|Ursadak
17811|231|UrsadakCalf|Ursadak
17811|232|UrsadakMaleExotic|Ursadak
17811|233|UrsadakFemaleExotic|Ursadak
17811|234|UtilityBot|UtilityBot
17811|235|Scantipede|Scantipede
17811|236|Dog|
17811|237|Sheep|
