16939|0|||||||||||||||||||||||||||||||||
16939|1|CAbilEffect||||||||||||||||||||||||||||||||
16939|2|CAbilQueueable||||||||||||||||||||||||||||||||
16939|3|CAbilProgress||||||||||||||||||||||||||||||||
16939|4|CAbilRedirect||||||||||||||||||||||||||||||||
16939|5|CAbilArmMagazine||||||||||||||||||||||||||||||||
16939|6|CAbilAttack||||||||||||||||||||||||||||||||
16939|7|CAbilAugment||||||||||||||||||||||||||||||||
16939|8|CAbilBattery||||||||||||||||||||||||||||||||
16939|9|CAbilBeacon||||||||||||||||||||||||||||||||
16939|10|CAbilBehavior||||||||||||||||||||||||||||||||
16939|11|CAbilBuild||||||||||||||||||||||||||||||||
16939|12|CAbilBuildable||||||||||||||||||||||||||||||||
16939|13|CAbilEffectInstant||||||||||||||||||||||||||||||||
16939|14|CAbilEffectTarget||||||||||||||||||||||||||||||||
16939|15|CAbilHarvest||||||||||||||||||||||||||||||||
16939|16|CAbilInteract||||||||||||||||||||||||||||||||
16939|17|CAbilInventory||||||||||||||||||||||||||||||||
16939|18|CAbilLearn||||||||||||||||||||||||||||||||
16939|19|CAbilMerge||||||||||||||||||||||||||||||||
16939|20|CAbilMergeable||||||||||||||||||||||||||||||||
16939|21|CAbilMorph||||||||||||||||||||||||||||||||
16939|22|CAbilMorphPlacement||||||||||||||||||||||||||||||||
16939|23|CAbilMove||||||||||||||||||||||||||||||||
16939|24|CAbilPawn||||||||||||||||||||||||||||||||
16939|25|CAbilQueue||||||||||||||||||||||||||||||||
16939|26|CAbilRally||||||||||||||||||||||||||||||||
16939|27|CAbilResearch||||||||||||||||||||||||||||||||
16939|28|CAbilRevive||||||||||||||||||||||||||||||||
16939|29|CAbilSpecialize||||||||||||||||||||||||||||||||
16939|30|CAbilStop||||||||||||||||||||||||||||||||
16939|31|CAbilTrain||||||||||||||||||||||||||||||||
16939|32|CAbilTransport||||||||||||||||||||||||||||||||
16939|33|CAbilWarpable||||||||||||||||||||||||||||||||
16939|34|CAbilWarpTrain||||||||||||||||||||||||||||||||
16939|35|Taunt|Taunt|Cancel||||||||||||||||||||||||||||||
16939|36|stop|Stop|HoldFire|Taunt|Taunt||||||||||||||||||||||||||||
16939|37|HoldFire|Stop|HoldFire|Taunt|Taunt||||||||||||||||||||||||||||
16939|38|move|Move|Patrol|HoldPosition|Move|Move|||||||||||||||||||||||||||
16939|39|Beacon||||||||||||||||||||||||||||||||
16939|41|attack|Attack|||||||||||||||||||||||||||||||
16939|42|TerranAddOns|BuildTechLab|BuildReactor|||||||||||||||||||||||||||||CancelBuilding|
16939|43|TerranBuildingLiftOff||||||||||||||||||||||||||||||||
16939|44|TerranBuildingLand||||||||||||||||||||||||||||||||
16939|45|Refund||||||||||||||||||||||||||||||||
16939|46|Salvage||||||||||||||||||||||||||||||||
16939|47|DisguiseChangeling||||||||||||||||||||||||||||||||
16939|48|Corruption|CorruptorCorruption|||||||||||||||||||||||||||||||
16939|49|GhostHoldFire|GhostHoldFire|||||||||||||||||||||||||||||||
16939|50|GhostWeaponsFree|GhostWeaponsFree|||||||||||||||||||||||||||||||
16939|51|MorphToInfestedTerran||||||||||||||||||||||||||||||||
16939|52|Explode|BanelingExplode|||||||||||||||||||||||||||||||
16939|53|FleetBeaconResearch|ResearchFluxVanes|ResearchCarrierWeaponSpeed|ResearchPhoenixRange||||||||||||||||||||||||||||CancelResearch|
16939|54|FungalGrowth|InfestorFungalGrowth|||||||||||||||||||||||||||||||
16939|55|GuardianShield|SentryGuardianShield|||||||||||||||||||||||||||||||
16939|56|MULERepair|MULERepair|CancelChannel||||||||||||||||||||||||||||||
16939|57|MorphZerglingToBaneling|MorphToBaneling|CancelMorph||||||||||||||||||||||||||||||
16939|58|NexusTrainMothership|TrainMothership||||||||||||||||||||||||||||||CancelTrain|
16939|59|Feedback|HighTemplarFeedback|||||||||||||||||||||||||||||||
16939|60|MassRecall|MothershipMassRecall|||||||||||||||||||||||||||||||
16939|61|PlacePointDefenseDrone|RavenBuildPointDefenseDrone|||||||||||||||||||||||||||||||
16939|62|HallucinationArchon|SentryHallucinationArchon|||||||||||||||||||||||||||||||
16939|63|HallucinationColossus|SentryHallucinationColossus|||||||||||||||||||||||||||||||
16939|64|HallucinationHighTemplar|SentryHallucinationHighTemplar|||||||||||||||||||||||||||||||
16939|65|HallucinationImmortal|SentryHallucinationImmortal|||||||||||||||||||||||||||||||
16939|66|HallucinationPhoenix|SentryHallucinationPhoenix|||||||||||||||||||||||||||||||
16939|67|HallucinationProbe|SentryHallucinationProbe|||||||||||||||||||||||||||||||
16939|68|HallucinationStalker|SentryHallucinationStalker|||||||||||||||||||||||||||||||
16939|69|HallucinationVoidRay|SentryHallucinationVoidRay|||||||||||||||||||||||||||||||
16939|70|HallucinationWarpPrism|SentryHallucinationWarpPrism|||||||||||||||||||||||||||||||
16939|71|HallucinationZealot|SentryHallucinationZealot|||||||||||||||||||||||||||||||
16939|72|MULEGather|Gather|ReturnCargo|Cancel|||||||||||||||||||||||||||||
16939|73|SeekerMissile|RavenSeekerMissile|||||||||||||||||||||||||||||||
16939|74|CalldownMULE|CalldownMULE|||||||||||||||||||||||||||||||
16939|75|GravitonBeam|PhoenixGravitonBeam|CancelChannel||||||||||||||||||||||||||||||
16939|76|BuildinProgressNydusCanal|CancelBuilding|CancelBuilding||||||||||||||||||||||||||||||
16939|77|Siphon||||||||||||||||||||||||||||||||
16939|78|Leech||||||||||||||||||||||||||||||||
16939|79|SpawnChangeling|OverseerSpawnChangeling|||||||||||||||||||||||||||||||
16939|80|DisguiseAsZealot||||||||||||||||||||||||||||||||
16939|81|DisguiseAsMarineWithShield||||||||||||||||||||||||||||||||
16939|82|DisguiseAsMarineWithoutShield||||||||||||||||||||||||||||||||
16939|83|DisguiseAsZerglingWithWings||||||||||||||||||||||||||||||||
16939|84|DisguiseAsZerglingWithoutWings||||||||||||||||||||||||||||||||
16939|85|PhaseShift||||||||||||||||||||||||||||||||
16939|86|Rally|SetUnitRally|||||||||||||||||||||||||||||||
16939|87|ProgressRally|SetUnitRally|||||||||||||||||||||||||||||||
16939|88|RallyCommand|SetWorkerRally|||||||||||||||||||||||||||||||
16939|89|RallyNexus|SetUnitRally|||||||||||||||||||||||||||||||
16939|90|RallyHatchery|SetUnitRally|SetWorkerRally||||||||||||||||||||||||||||||
16939|91|RoachWarrenResearch|Unknown|ResearchRoachSpeed|ResearchRoachTunnelingClaws|||||||||||||||||||||||||||||
16939|92|SapStructure||||||||||||||||||||||||||||||||
16939|93|InfestedTerrans|InfestorSpawnInfestedTerran|||||||||||||||||||||||||||||||
16939|94|NeuralParasite|InfestorNeuralParasite|||||||||||||||||||||||||||||||
16939|95|SpawnLarva|QueenSpawnLarva|||||||||||||||||||||||||||||||
16939|96|StimpackMarauder|UseStimpack|||||||||||||||||||||||||||||||
16939|97|SupplyDrop|CalldownSupply|||||||||||||||||||||||||||||||
16939|98|250mmStrikeCannons|ThorStrikeCannons|||||||||||||||||||||||||||||||
16939|99|TemporalRift||||||||||||||||||||||||||||||||
16939|100|TimeWarp|NexusChronoBoost|||||||||||||||||||||||||||||||
16939|101|UltraliskCavernResearch|Unknown|Unknown|ResearchUltraliskArmor|||||||||||||||||||||||||||||
16939|102|WormholeTransit||||||||||||||||||||||||||||||||
16939|103|SCVHarvest|Gather|ReturnCargo|Cancel|||||||||||||||||||||||||||||
16939|104|ProbeHarvest|Gather|ReturnCargo|Cancel|||||||||||||||||||||||||||||
16939|105|AttackWarpPrism|Attack|||||||||||||||||||||||||||||||
16939|106|que1|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|107|que5|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|108|que5LongBlend|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|109|que5Passive|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|110|BuildInProgress|CancelBuilding|CancelBuilding||||||||||||||||||||||||||||||
16939|111|Repair|SCVRepair|||||||||||||||||||||||||||||||
16939|112|TerranBuild|BuildCommandCenter|BuildSupplyDepot|BuildRefinery|BuildBarracks|BuildEngineeringBay|BuildMissileTurret|BuildBunker||BuildSensorTower|BuildGhostAcademy|BuildFactory|BuildStarport||BuildArmory||BuildFusionCore|||||||||||||||CancelBuilding|
16939|113|RavenBuild|RavenBuildAutoTurret||||||||||||||||||||||||||||||CancelBuilding|
16939|114|Stimpack|UseStimpack|||||||||||||||||||||||||||||||
16939|115|GhostCloak|GhostCloak|GhostDecloak||||||||||||||||||||||||||||||
16939|116|Snipe|GhostSnipe|||||||||||||||||||||||||||||||
16939|117|MedivacHeal|MedivacHeal|||||||||||||||||||||||||||||||
16939|118|SiegeMode|SiegeTankSiege|||||||||||||||||||||||||||||||
16939|119|Unsiege|SiegeTankUnsiege|||||||||||||||||||||||||||||||
16939|120|BansheeCloak|BansheeCloak|BansheeDecloak||||||||||||||||||||||||||||||
16939|121|MedivacTransport|MedivacLoad|MedivacUnloadAll|MedivacUnloadAll|MedivacUnload|MedivacLoad|||||||||||||||||||||||||||
16939|122|ScannerSweep|CalldownScannerSweep|||||||||||||||||||||||||||||||
16939|123|Yamato|BattlecruiserYamato|||||||||||||||||||||||||||||||
16939|124|AssaultMode|VikingLand|||||||||||||||||||||||||||||||
16939|125|FighterMode|VikingLift|||||||||||||||||||||||||||||||
16939|126|BunkerTransport|BunkerLoad|BunkerUnloadAll|BunkerUnload|BunkerUnload|BunkerLoad|||||||||||||||||||||||||||
16939|127|CommandCenterTransport|CommandCenterLoad|CommandCenterUnloadAll|CommandCenterUnload|CommandCenterUnload|CommandCenterLoad|||||||||||||||||||||||||||
16939|128|CommandCenterLiftOff|LiftCommandCenter|||||||||||||||||||||||||||||||
16939|129|CommandCenterLand|LandCommandCenter|||||||||||||||||||||||||||||||
16939|130|BarracksAddOns|BuildTechLab|BuildReactor|||||||||||||||||||||||||||||CancelBuilding|
16939|131|BarracksLiftOff|LiftBarracks|||||||||||||||||||||||||||||||
16939|132|FactoryAddOns|BuildTechLab|BuildReactor|||||||||||||||||||||||||||||CancelBuilding|
16939|133|FactoryLiftOff|LiftFactory|||||||||||||||||||||||||||||||
16939|134|StarportAddOns|BuildTechLab|BuildReactor|||||||||||||||||||||||||||||CancelBuilding|
16939|135|StarportLiftOff|LiftStarport|||||||||||||||||||||||||||||||
16939|136|FactoryLand|LandFactory|||||||||||||||||||||||||||||||
16939|137|StarportLand|LandStarport|||||||||||||||||||||||||||||||
16939|138|CommandCenterTrain|TrainSCV||||||||||||||||||||||||||||||CancelTrain|
16939|139|BarracksLand|LandBarracks|||||||||||||||||||||||||||||||
16939|140|SupplyDepotLower|SupplyDepotLower|||||||||||||||||||||||||||||||
16939|141|SupplyDepotRaise|SupplyDepotRaise|||||||||||||||||||||||||||||||
16939|142|BarracksTrain|TrainMarine|TrainReaper|TrainGhost|TrainMarauder|||||||||||||||||||||||||||CancelTrain|
16939|143|FactoryTrain|Unknown|TrainSiegeTank|||TrainThor|TrainHellion|||||||||||||||||||||||||CancelTrain|
16939|144|StarportTrain|TrainMedivac|TrainBanshee|TrainRaven|TrainBattlecruiser|TrainViking||||||||||||||||||||||||||CancelTrain|
16939|145|EngineeringBayResearch|ResearchHiSecAutoTracking|ResearchTerranBuildingArmor|ResearchTerranInfantryWeapons1|ResearchTerranInfantryWeapons2|ResearchTerranInfantryWeapons3|ResearchNeosteelFrame|ResearchTerranInfantryArmors1|ResearchTerranInfantryArmors2|ResearchTerranInfantryArmors3||||||||||||||||||||||CancelResearch|
16939|146|MercCompoundResearch||||||||||||||||||||||||||||||||
16939|147|ArmSiloWithNuke|ArmNuke|||||||||||||||||||||||||||||||
16939|148|BarracksTechLabResearch|ResearchStimpack|ResearchCombatShields|ResearchPunisherGrenades||||||||||||||||||||||||||||CancelResearch|
16939|149|FactoryTechLabResearch|ResearchSiegeTech|ResearchBlueFlame|ResearchStrikeCannons||||||||||||||||||||||||||||CancelResearch|
16939|150|StarportTechLabResearch|ResearchBansheeCloak||ResearchMedivacEnergy|ResearchRavenEnergy|||ResearchSeekerMissile|ResearchDurableMaterials|||||||||||||||||||||||CancelResearch|
16939|151|GhostAcademyResearch|ResearchGhostCloak|ResearchGhostEnergy|||||||||||||||||||||||||||||CancelResearch|
16939|152|ArmoryResearch|||ResearchTerranVehicleArmors1|ResearchTerranVehicleArmors2|ResearchTerranVehicleArmors3|ResearchTerranVehicleWeapons1|ResearchTerranVehicleWeapons2|ResearchTerranVehicleWeapons3|ResearchTerranShipArmors1|ResearchTerranShipArmors2|ResearchTerranShipArmors3|ResearchTerranShipWeapons1|ResearchTerranShipWeapons2|ResearchTerranShipWeapons3|||||||||||||||||CancelResearch|
16939|153|ProtossBuild|BuildNexus|BuildPylon|BuildAssimilator|BuildGateway|BuildForge|BuildFleetBeacon|BuildTwilightCouncil|BuildPhotonCannon||BuildStargate|BuildTemplarArchive|BuildDarkShrine|BuildRoboticsBay|BuildRoboticsFacility|BuildCyberneticsCore||||||||||||||||CancelBuilding|
16939|154|WarpPrismTransport|WarpPrismLoad|WarpPrismUnloadAll|WarpPrismUnloadAll|WarpPrismUnload|WarpPrismLoad|||||||||||||||||||||||||||
16939|155|GatewayTrain|TrainZealot|TrainStalker||TrainHighTemplar|TrainDarkTemplar|TrainSentry|||||||||||||||||||||||||CancelTrain|
16939|156|StargateTrain|TrainPhoenix||TrainCarrier||TrainVoidRay||||||||||||||||||||||||||CancelTrain|
16939|157|RoboticsFacilityTrain|TrainWarpPrism|TrainObserver|TrainColossus|TrainImmortal|||||||||||||||||||||||||||CancelTrain|
16939|158|NexusTrain|TrainProbe||||||||||||||||||||||||||||||CancelTrain|
16939|159|PsiStorm|HighTemplarPsiStorm|||||||||||||||||||||||||||||||
16939|160|HangarQueue5|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|161|BroodLordQueue2|CancelQueue|CancelQueue||||||||||||||||||||||||||||||
16939|162|CarrierHangar|ArmInterceptor|||||||||||||||||||||||||||||||
16939|163|ForgeResearch|ResearchProtossGroundWeapons1|ResearchProtossGroundWeapons2|ResearchProtossGroundWeapons3|ResearchProtossGroundArmors1|ResearchProtossGroundArmors2|ResearchProtossGroundArmors3|ResearchProtossShields1|ResearchProtossShields2|ResearchProtossShields3||||||||||||||||||||||CancelResearch|
