21029|4|BeaconRally|
21029|5|BeaconAttack|
21029|6|BeaconDefend|
21029|7|BeaconDetect|
21029|8|BeaconExpand|
21029|9|BeaconHarass|
21029|10|BeaconScout|
21029|12||
21029|13|DESTRUCTIBLE|
21029|14|ITEM|
21029|15|POWERUP|
21029|16|SMCAMERA|
21029|17|SMCHARACTER|
21029|18|STARMAP|
21029|19|SMSET|
21029|20|MISSILE|
21029|21|MISSILE_INVULNERABLE|
21029|22|MISSILE_HALFLIFE|
21029|23|PLACEHOLDER|
21029|24|PLACEHOLDER_AIR|
21029|25|PATHINGBLOCKER|
21029|26|BEACON|
21029|27|Ball|
21029|28|StereoscopicOptionsUnit|
21029|29|Colossus|Colossus
21029|30|TechLab|TechLab
21029|31|Reactor|Reactor
21029|33|InfestorTerran|InfestorTerran
21029|34|BanelingCocoon|BanelingCocoon
21029|35|Baneling|Baneling
21029|36|Mothership|Mothership
21029|37|PointDefenseDrone|PointDefenseDrone
21029|38|Changeling|Changeling
21029|39|ChangelingZealot|ChangelingZealot
21029|40|ChangelingMarineShield|ChangelingMarine
21029|41|ChangelingMarine|ChangelingMarine
21029|42|ChangelingZerglingWings|ChangelingZergling
21029|43|ChangelingZergling|ChangelingZergling
21029|45|CommandCenter|CommandCenter
21029|46|SupplyDepot|SupplyDepot
21029|47|Refinery|Refinery
21029|48|Barracks|Barracks
21029|49|EngineeringBay|EngineeringBay
21029|50|MissileTurret|MissileTurret
21029|51|Bunker|Bunker
21029|52|SensorTower|SensorTower
21029|53|GhostAcademy|GhostAcademy
21029|54|Factory|Factory
21029|55|Starport|Starport
21029|57|Armory|Armory
21029|58|FusionCore|FusionCore
21029|59|AutoTurret|AutoTurret
21029|60|SiegeTankSieged|SiegeTankSieged
21029|61|SiegeTank|SiegeTank
21029|62|VikingAssault|VikingAssault
21029|63|VikingFighter|VikingFighter
21029|64|CommandCenterFlying|CommandCenterFlying
21029|65|BarracksTechLab|BarracksTechLab
21029|66|BarracksReactor|BarracksReactor
21029|67|FactoryTechLab|FactoryTechLab
21029|68|FactoryReactor|FactoryReactor
21029|69|StarportTechLab|StarportTechLab
21029|70|StarportReactor|StarportReactor
21029|71|FactoryFlying|FactoryFlying
21029|72|StarportFlying|StarportFlying
21029|73|SCV|SCV
21029|74|BarracksFlying|BarracksFlying
21029|75|SupplyDepotLowered|SupplyDepotLowered
21029|76|Marine|Marine
21029|77|Reaper|Reaper
21029|78|Ghost|Ghost
21029|79|Marauder|Marauder
21029|80|Thor|Thor
21029|81|Hellion|Hellion
21029|82|Medivac|Medivac
21029|83|Banshee|Banshee
21029|84|Raven|Raven
21029|85|Battlecruiser|Battlecruiser
21029|86|Nuke|
21029|87|Nexus|Nexus
21029|88|Pylon|Pylon
21029|89|Assimilator|Assimilator
21029|90|Gateway|Gateway
21029|91|Forge|Forge
21029|92|FleetBeacon|FleetBeacon
21029|93|TwilightCouncil|TwilightCouncil
21029|94|PhotonCannon|PhotonCannon
21029|95|Stargate|Stargate
21029|96|TemplarArchive|TemplarArchive
21029|97|DarkShrine|DarkShrine
21029|98|RoboticsBay|RoboticsBay
21029|99|RoboticsFacility|RoboticsFacility
21029|100|CyberneticsCore|CyberneticsCore
21029|101|Zealot|Zealot
21029|102|Stalker|Stalker
21029|103|HighTemplar|HighTemplar
21029|104|DarkTemplar|DarkTemplar
21029|105|Sentry|Sentry
21029|106|Phoenix|Phoenix
21029|107|Carrier|Carrier
21029|108|VoidRay|VoidRay
21029|109|WarpPrism|WarpPrism
21029|110|Observer|Observer
21029|111|Immortal|Immortal
21029|112|Probe|Probe
21029|113|Interceptor|Interceptor
