3,System_Snapshot_Dummy
21,Ball
22,StereoscopicOptionsUnit
23,Colossus
24,TechLab
25,Reactor
27,InfestorTerran
28,BanelingCocoon
29,Baneling
30,Mothership
31,PointDefenseDrone
32,Changeling
33,ChangelingZealot
34,ChangelingMarineShield
35,ChangelingMarine
36,ChangelingZerglingWings
37,ChangelingZergling
39,CommandCenter
40,SupplyDepot
41,Refinery
42,Barracks
43,EngineeringBay
44,MissileTurret
45,Bunker
46,SensorTower
47,GhostAcademy
48,Factory
49,Starport
51,Armory
52,FusionCore
53,AutoTurret
54,SiegeTankSieged
55,SiegeTank
56,VikingAssault
57,VikingFighter
58,CommandCenterFlying
59,BarracksTechLab
60,BarracksReactor
61,FactoryTechLab
62,FactoryReactor
63,StarportTechLab
64,StarportReactor
65,FactoryFlying
66,StarportFlying
67,SCV
68,BarracksFlying
69,SupplyDepotLowered
70,Marine
71,Reaper
72,Ghost
73,Marauder
74,Thor
75,Hellion
76,Medivac
77,Banshee
78,Raven
79,Battlecruiser
80,Nuke
81,Nexus
82,Pylon
83,Assimilator
84,Gateway
85,Forge
86,FleetBeacon
87,TwilightCouncil
88,PhotonCannon
89,Stargate
90,TemplarArchive
91,DarkShrine
92,RoboticsBay
93,RoboticsFacility
94,CyberneticsCore
95,Zealot
96,Stalker
97,HighTemplar
98,DarkTemplar
99,Sentry
100,Phoenix
101,Carrier
102,VoidRay
103,WarpPrism
104,Observer
105,Immortal
106,Probe
107,Interceptor
108,Hatchery
109,CreepTumor
110,Extractor
111,SpawningPool
112,EvolutionChamber
113,HydraliskDen
114,Spire
115,UltraliskCavern
116,InfestationPit
117,NydusNetwork
118,BanelingNest
119,RoachWarren
120,SpineCrawler
121,SporeCrawler
122,Lair
123,Hive
124,GreaterSpire
125,Egg
126,Drone
127,Zergling
128,Overlord
129,Hydralisk
130,Mutalisk
131,Ultralisk
132,Roach
133,Infestor
134,Corruptor
135,BroodLordCocoon
136,BroodLord
137,BanelingBurrowed
138,DroneBurrowed
139,HydraliskBurrowed
140,RoachBurrowed
141,ZerglingBurrowed
142,InfestorTerranBurrowed
143,RedstoneLavaCritterBurrowed
144,RedstoneLavaCritterInjuredBurrowed
145,RedstoneLavaCritter
146,RedstoneLavaCritterInjured
147,QueenBurrowed
148,Queen
149,InfestorBurrowed
150,OverlordCocoon
151,Overseer
152,PlanetaryFortress
153,UltraliskBurrowed
154,OrbitalCommand
155,WarpGate
156,OrbitalCommandFlying
157,ForceField
158,WarpPrismPhasing
159,CreepTumorBurrowed
160,CreepTumorQueen
161,SpineCrawlerUprooted
162,SporeCrawlerUprooted
163,Archon
164,NydusCanal
165,BroodlingEscort
166,GhostAlternate
167,GhostNova
168,RichMineralField
169,RichMineralField750
170,Ursadon
172,XelNagaTower
176,InfestedTerransEgg
177,Larva
178,OverseerSiegeMode
179,ReaperPlaceholder
180,MarineACGluescreenDummy
181,FirebatACGluescreenDummy
182,MedicACGluescreenDummy
183,MarauderACGluescreenDummy
184,VultureACGluescreenDummy
185,SiegeTankACGluescreenDummy
186,VikingACGluescreenDummy
187,BansheeACGluescreenDummy
188,BattlecruiserACGluescreenDummy
189,OrbitalCommandACGluescreenDummy
190,BunkerACGluescreenDummy
191,BunkerUpgradedACGluescreenDummy
192,MissileTurretACGluescreenDummy
193,HellbatACGluescreenDummy
194,GoliathACGluescreenDummy
195,CycloneACGluescreenDummy
196,WraithACGluescreenDummy
197,ScienceVesselACGluescreenDummy
198,HerculesACGluescreenDummy
199,ThorACGluescreenDummy
200,PerditionTurretACGluescreenDummy
201,FlamingBettyACGluescreenDummy
202,DevastationTurretACGluescreenDummy
203,BlasterBillyACGluescreenDummy
204,SpinningDizzyACGluescreenDummy
205,ZerglingKerriganACGluescreenDummy
206,RaptorACGluescreenDummy
207,QueenCoopACGluescreenDummy
208,HydraliskACGluescreenDummy
209,HydraliskLurkerACGluescreenDummy
210,MutaliskBroodlordACGluescreenDummy
211,BroodLordACGluescreenDummy
212,UltraliskACGluescreenDummy
213,TorrasqueACGluescreenDummy
214,OverseerACGluescreenDummy
215,LurkerACGluescreenDummy
216,SpineCrawlerACGluescreenDummy
217,SporeCrawlerACGluescreenDummy
218,NydusNetworkACGluescreenDummy
219,OmegaNetworkACGluescreenDummy
220,ZerglingZagaraACGluescreenDummy
221,SwarmlingACGluescreenDummy
222,QueenZagaraACGluescreenDummy
223,BanelingACGluescreenDummy
224,SplitterlingACGluescreenDummy
225,AberrationACGluescreenDummy
226,ScourgeACGluescreenDummy
227,CorruptorACGluescreenDummy
228,OverseerZagaraACGluescreenDummy
229,BileLauncherACGluescreenDummy
230,SwarmQueenACGluescreenDummy
231,RoachACGluescreenDummy
232,RoachVileACGluescreenDummy
233,RavagerACGluescreenDummy
234,SwarmHostACGluescreenDummy
235,MutaliskACGluescreenDummy
236,GuardianACGluescreenDummy
237,DevourerACGluescreenDummy
238,ViperACGluescreenDummy
239,BrutaliskACGluescreenDummy
240,LeviathanACGluescreenDummy
241,ZealotACGluescreenDummy
242,ZealotAiurACGluescreenDummy
243,DragoonACGluescreenDummy
244,HighTemplarACGluescreenDummy
245,ArchonACGluescreenDummy
246,ImmortalACGluescreenDummy
247,ObserverACGluescreenDummy
248,PhoenixAiurACGluescreenDummy
249,ReaverACGluescreenDummy
250,TempestACGluescreenDummy
251,PhotonCannonACGluescreenDummy
252,ZealotVorazunACGluescreenDummy
253,ZealotShakurasACGluescreenDummy
254,StalkerShakurasACGluescreenDummy
255,DarkTemplarShakurasACGluescreenDummy
256,CorsairACGluescreenDummy
257,VoidRayACGluescreenDummy
258,VoidRayShakurasACGluescreenDummy
259,OracleACGluescreenDummy
260,DarkArchonACGluescreenDummy
261,DarkPylonACGluescreenDummy
262,ZealotPurifierACGluescreenDummy
263,SentryPurifierACGluescreenDummy
264,ImmortalKaraxACGluescreenDummy
265,ColossusACGluescreenDummy
266,ColossusPurifierACGluescreenDummy
267,PhoenixPurifierACGluescreenDummy
268,CarrierACGluescreenDummy
269,CarrierAiurACGluescreenDummy
270,KhaydarinMonolithACGluescreenDummy
271,ShieldBatteryACGluescreenDummy
272,EliteMarineACGluescreenDummy
273,MarauderCommandoACGluescreenDummy
274,SpecOpsGhostACGluescreenDummy
275,HellbatRangerACGluescreenDummy
276,StrikeGoliathACGluescreenDummy
277,HeavySiegeTankACGluescreenDummy
278,RaidLiberatorACGluescreenDummy
279,RavenTypeIIACGluescreenDummy
280,CovertBansheeACGluescreenDummy
281,RailgunTurretACGluescreenDummy
282,BlackOpsMissileTurretACGluescreenDummy
283,SupplicantACGluescreenDummy
284,StalkerTaldarimACGluescreenDummy
285,SentryTaldarimACGluescreenDummy
286,HighTemplarTaldarimACGluescreenDummy
287,ImmortalTaldarimACGluescreenDummy
288,ColossusTaldarimACGluescreenDummy
289,WarpPrismTaldarimACGluescreenDummy
290,PhotonCannonTaldarimACGluescreenDummy
291,StukovInfestedCivilianACGluescreenDummy
292,StukovInfestedMarineACGluescreenDummy
293,StukovInfestedSiegeTankACGluescreenDummy
294,StukovInfestedDiamondbackACGluescreenDummy
295,StukovInfestedBansheeACGluescreenDummy
296,SILiberatorACGluescreenDummy
297,StukovInfestedBunkerACGluescreenDummy
298,StukovInfestedMissileTurretACGluescreenDummy
299,StukovBroodQueenACGluescreenDummy
300,ZealotFenixACGluescreenDummy
301,SentryFenixACGluescreenDummy
302,AdeptFenixACGluescreenDummy
303,ImmortalFenixACGluescreenDummy
304,ColossusFenixACGluescreenDummy
305,DisruptorACGluescreenDummy
306,ObserverFenixACGluescreenDummy
307,ScoutACGluescreenDummy
308,CarrierFenixACGluescreenDummy
309,PhotonCannonFenixACGluescreenDummy
310,PrimalZerglingACGluescreenDummy
311,RavasaurACGluescreenDummy
312,PrimalRoachACGluescreenDummy
313,FireRoachACGluescreenDummy
314,PrimalGuardianACGluescreenDummy
315,PrimalHydraliskACGluescreenDummy
316,PrimalMutaliskACGluescreenDummy
317,PrimalImpalerACGluescreenDummy
318,PrimalSwarmHostACGluescreenDummy
319,CreeperHostACGluescreenDummy
320,PrimalUltraliskACGluescreenDummy
321,TyrannozorACGluescreenDummy
322,PrimalWurmACGluescreenDummy
323,HHReaperACGluescreenDummy
324,HHWidowMineACGluescreenDummy
325,HHHellionTankACGluescreenDummy
326,HHWraithACGluescreenDummy
327,HHVikingACGluescreenDummy
328,HHBattlecruiserACGluescreenDummy
329,HHRavenACGluescreenDummy
330,HHBomberPlatformACGluescreenDummy
331,HHMercStarportACGluescreenDummy
332,HHMissileTurretACGluescreenDummy
333,TychusReaperACGluescreenDummy
334,TychusFirebatACGluescreenDummy
335,TychusSpectreACGluescreenDummy
336,TychusMedicACGluescreenDummy
337,TychusMarauderACGluescreenDummy
338,TychusWarhoundACGluescreenDummy
339,TychusHERCACGluescreenDummy
340,TychusGhostACGluescreenDummy
341,TychusSCVAutoTurretACGluescreenDummy
342,ZeratulStalkerACGluescreenDummy
343,ZeratulSentryACGluescreenDummy
344,ZeratulDarkTemplarACGluescreenDummy
345,ZeratulImmortalACGluescreenDummy
346,ZeratulObserverACGluescreenDummy
347,ZeratulDisruptorACGluescreenDummy
348,ZeratulWarpPrismACGluescreenDummy
349,ZeratulPhotonCannonACGluescreenDummy
351,RenegadeLongboltMissileWeapon
352,NeedleSpinesWeapon
353,CorruptionWeapon
354,InfestedTerransWeapon
355,NeuralParasiteWeapon
356,PointDefenseDroneReleaseWeapon
357,HunterSeekerWeapon
358,MULE
360,ThorAAWeapon
361,PunisherGrenadesLMWeapon
362,VikingFighterWeapon
363,ATALaserBatteryLMWeapon
364,ATSLaserBatteryLMWeapon
365,LongboltMissileWeapon
366,D8ChargeWeapon
367,YamatoWeapon
368,IonCannonsWeapon
369,AcidSalivaWeapon
370,SpineCrawlerWeapon
371,SporeCrawlerWeapon
372,GlaiveWurmWeapon
373,GlaiveWurmM2Weapon
374,GlaiveWurmM3Weapon
375,StalkerWeapon
376,EMP2Weapon
